1500 	 1024 	 10 	 50 	 0.0001 	 0.05 	 0.05 	 0.681800 	 0.850253 	 0.681800 	 1701.1315 
1500 	 1024 	 10 	 50 	 0.0001 	 0.05 	 0.05 	 0.667000 	 0.773456 	 0.667000 	 2127.9478 
1500 	 1024 	 10 	 50 	 0.0001 	 0.05 	 0.05 	 0.660000 	 0.743560 	 0.660000 	 1932.4129 
1500 	 1024 	 10 	 50 	 0.0001 	 0.05 	 0.05 	 0.992200 	 0.977973 	 0.992200 	 1881.4153 
1500 	 1024 	 10 	 50 	 0.0001 	 0.05 	 0.05 	 0.970800 	 0.924227 	 0.970800 	 1927.5867 
1500 	 1024 	 10 	 50 	 0.0001 	 0.05 	 0.05 	 0.992200 	 0.977924 	 0.992200 	 1933.1907 
1500 	 1024 	 10 	 50 	 0.0001 	 0.05 	 0.05 	 0.986400 	 0.962723 	 0.986400 	 1877.0288 
1500 	 1024 	 10 	 50 	 0.0001 	 0.05 	 0.05 	 0.986000 	 0.961501 	 0.986000 	 3081.0778 
1500 	 1024 	 10 	 50 	 0.0001 	 0.05 	 0.05 	 0.986800 	 0.963873 	 0.986800 	 2976.2942 
1500 	 1024 	 10 	 50 	 0.0001 	 0.05 	 0.05 	 0.986000 	 0.961501 	 0.986000 	 3081.6531 
1500 	 1024 	 10 	 50 	 0.0001 	 0.05 	 0.05 	 0.988800 	 0.969528 	 0.988800 	 3112.4277 
1500 	 1024 	 10 	 50 	 0.0001 	 0.05 	 0.05 	 0.990200 	 0.973330 	 0.990200 	 3229.1623 
