2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.833333 	 0.729513 	 0.833333 	 830.7950 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.738095 	 0.697908 	 0.738095 	 811.2010 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.738095 	 0.691189 	 0.738095 	 812.5292 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.738095 	 0.691189 	 0.738095 	 846.6538 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.738095 	 0.691189 	 0.738095 	 849.8145 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.738095 	 0.691189 	 0.738095 	 822.7518 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.738095 	 0.691189 	 0.738095 	 802.5005 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.461905 	 0.440106 	 0.461905 	 827.0878 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.652381 	 0.564611 	 0.666667 	 1053.8861 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.766667 	 0.671596 	 0.766667 	 833.8468 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.661905 	 0.567648 	 0.676190 	 853.3239 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.861905 	 0.757164 	 0.861905 	 821.5659 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.738095 	 0.691189 	 0.738095 	 823.6115 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.847619 	 0.738582 	 0.847619 	 839.0557 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.738095 	 0.691189 	 0.738095 	 837.4092 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.609524 	 0.555668 	 0.642857 	 412.2387 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.680952 	 0.574465 	 0.680952 	 839.1554 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.657143 	 0.623945 	 0.695238 	 425.4637 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.609524 	 0.555668 	 0.642857 	 424.5241 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.680952 	 0.574465 	 0.680952 	 823.9948 
2000 	 1024 	 10 	 35 	 0.001 	 0.01 	 0.005 	 0.723810 	 0.698878 	 0.771429 	 789.7184 
2000 	 1024 	 10 	 35 	 0.001 	 0.01 	 0.005 	 0.714286 	 0.684682 	 0.761905 	 794.9909 
2000 	 1024 	 10 	 35 	 0.001 	 0.01 	 0.005 	 0.714286 	 0.682680 	 0.757143 	 396.5310 
2000 	 1024 	 10 	 35 	 0.001 	 0.01 	 0.005 	 0.714286 	 0.690963 	 0.761905 	 199.3512 
2000 	 1024 	 10 	 35 	 0.001 	 0.01 	 0.005 	 0.828571 	 0.730314 	 0.828571 	 199.6003 
2000 	 1024 	 10 	 35 	 0.001 	 0.01 	 0.005 	 0.828571 	 0.730314 	 0.828571 	 199.7695 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.885714 	 0.831513 	 0.885714 	 203.3632 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.885714 	 0.831513 	 0.885714 	 390.1284 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.761905 	 0.710295 	 0.790476 	 513.2675 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.780952 	 0.695550 	 0.780952 	 519.9435 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.752381 	 0.730248 	 0.809524 	 398.0787 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.766667 	 0.719896 	 0.795238 	 515.0792 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.742857 	 0.708518 	 0.761905 	 501.9784 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.833333 	 0.774075 	 0.833333 	 372.0762 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.833333 	 0.766396 	 0.833333 	 258.4392 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.733333 	 0.696937 	 0.752381 	 252.7009 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.733333 	 0.696937 	 0.752381 	 276.5461 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.933333 	 0.864113 	 0.933333 	 516.6601 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.928571 	 0.855197 	 0.928571 	 471.9765 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.933333 	 0.864113 	 0.933333 	 521.9436 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.933333 	 0.864113 	 0.933333 	 526.4364 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.952381 	 0.899786 	 0.952381 	 542.5953 
2000 	 1024 	 10 	 35 	 0.0005 	 0.01 	 0.005 	 0.866667 	 0.817831 	 0.866667 	 531.5895 
